Date,Product_Category,Units_Sold,Unit_Price,Total_Revenue
2022-07-26,Accessories,64.0,15.0,960.0
2022-07-27,T-Shirts,73.0,25.0,1825.0
2022-07-27,Jeans,44.0,60.0,2640.0
2022-07-27,Jackets,1.0,120.0,120.0
2022-07-27,Dresses,34.0,80.0,2720.0
2022-07-27,Accessories,66.0,15.0,990.0
2022-07-28,T-Shirts,75.0,25.0,1875.0
2022-07-28,Jeans,36.0,60.0,2160.0
2022-07-28,Jackets,1.0,120.0,120.0
2022-07-28,Dresses,33.0,80.0,2640.0
2022-07-28,Accessories,72.0,15.0,1080.0
2022-07-29,T-Shirts,72.0,25.0,1800.0
2022-07-29,Jeans,44.0,60.0,2640.0
2022-07-29,Jackets,,120.0,
2022-07-29,Dresses,30.0,80.0,2400.0
2022-07-29,Accessories,62.0,15.0,930.0
2022-07-30,T-Shirts,104.0,25.0,2600.0
2022-07-30,Jeans,53.0,60.0,3180.0
2022-07-30,Jackets,3.0,120.0,360.0
2022-07-30,Dresses,49.0,80.0,3920.0
2022-07-30,Accessories,92.0,15.0,1380.0
2022-07-31,T-Shirts,84.0,25.0,2100.0
2022-07-31,Jeans,43.0,60.0,2580.0
2022-07-31,Jackets,3.0,120.0,360.0
2022-07-31,Dresses,50.0,80.0,4000.0
2022-07-31,Accessories,61.0,15.0,915.0
2022-08-01,T-Shirts,73.0,25.0,1825.0
2022-08-01,Jeans,38.0,60.0,2280.0
2022-08-01,Jackets,2.0,120.0,240.0
2022-08-01,Dresses,31.0,80.0,2480.0
2022-08-01,Accessories,66.0,15.0,990.0
2022-08-02,T-Shirts,80.0,25.0,2000.0
2022-08-02,Jeans,28.0,60.0,1680.0
2022-08-02,Jackets,2.0,120.0,240.0
2022-08-02,Dresses,32.0,80.0,2560.0
2022-08-02,Accessories,67.0,15.0,1005.0
2022-08-03,T-Shirts,118.0,25.0,2950.0
2022-08-03,Jeans,29.0,60.0,1740.0
2022-08-03,Jackets,2.0,120.0,240.0
2022-08-03,Dresses,31.0,80.0,2480.0
2022-08-03,Accessories,65.0,15.0,975.0
2022-08-04,T-Shirts,78.0,25.0,1950.0
2022-08-04,Jeans,39.0,60.0,2340.0
2022-08-04,Jackets,2.0,120.0,240.0
2022-08-04,Dresses,33.0,80.0,2640.0
2022-08-04,Accessories,51.0,15.0,765.0
2022-08-05,T-Shirts,86.0,25.0,2150.0
2022-08-05,Jeans,39.0,60.0,2340.0
2022-08-05,Jackets,1.0,120.0,120.0
2022-08-05,Dresses,31.0,80.0,2480.0
2022-08-05,Accessories,73.0,15.0,1095.0
2022-08-06,T-Shirts,110.0,25.0,2750.0
2022-08-06,Jeans,65.0,60.0,3900.0
2022-08-06,Jackets,3.0,120.0,360.0
2022-08-06,Dresses,52.0,80.0,4160.0
2022-08-06,Accessories,103.0,15.0,1545.0
2022-08-07,T-Shirts,146.0,25.0,3650.0
2022-08-07,Jeans,60.0,60.0,3600.0
2022-08-07,Jackets,3.0,120.0,360.0
2022-08-07,Dresses,49.0,80.0,3920.0
2022-08-07,Accessories,110.0,15.0,1650.0
2022-08-08,T-Shirts,72.0,25.0,1800.0
2022-08-08,Jeans,46.0,60.0,2760.0
2022-08-08,Jackets,2.0,120.0,240.0
2022-08-08,Dresses,32.0,80.0,2560.0
2022-08-08,Accessories,64.0,15.0,960.0
2022-08-09,T-Shirts,81.0,25.0,2025.0
2022-08-09,Jeans,41.0,60.0,2460.0
2022-08-09,Jackets,2.0,120.0,240.0
2022-08-09,Dresses,37.0,80.0,2960.0
2022-08-09,Accessories,71.0,15.0,1065.0
2022-08-10,T-Shirts,87.0,25.0,2175.0
2022-08-10,Jeans,38.0,60.0,2280.0
2022-08-10,Jackets,1.0,120.0,120.0
2022-08-10,Dresses,35.0,80.0,2800.0
2022-08-10,Accessories,70.0,15.0,1050.0
2022-08-11,T-Shirts,94.0,25.0,2350.0
2022-08-11,Jeans,38.0,60.0,2280.0
2022-08-11,Jackets,2.0,120.0,240.0
2022-08-11,Dresses,27.0,80.0,2160.0
2022-08-11,Accessories,60.0,15.0,900.0
2022-08-12,T-Shirts,89.0,25.0,2225.0
2022-08-12,Jeans,38.0,60.0,2280.0
2022-08-12,Jackets,2.0,120.0,240.0
2022-08-12,Dresses,32.0,80.0,2560.0
2022-08-12,Accessories,66.0,15.0,990.0
2022-08-13,T-Shirts,101.0,25.0,2525.0
2022-08-13,Jeans,63.0,60.0,3780.0
2022-08-13,Jackets,2.0,120.0,240.0
2022-08-13,Dresses,48.0,80.0,3840.0
2022-08-13,Accessories,75.0,15.0,1125.0
2022-08-14,T-Shirts,137.0,25.0,3425.0
2022-08-14,Jeans,69.0,60.0,4140.0
2022-08-14,Jackets,3.0,120.0,360.0
2022-08-14,Dresses,55.0,80.0,4400.0
2022-08-14,Accessories,84.0,15.0,1260.0
2022-08-15,T-Shirts,97.0,25.0,2425.0
2022-08-15,Jeans,47.0,60.0,2820.0
2022-08-15,Jackets,2.0,120.0,240.0
2022-08-15,Dresses,36.0,80.0,2880.0
2022-08-15,Accessories,54.0,15.0,810.0
2022-08-16,T-Shirts,71.0,25.0,1775.0
2022-08-16,Jeans,38.0,60.0,2280.0
2022-08-16,Jackets,2.0,120.0,240.0
2022-08-16,Dresses,29.0,80.0,2320.0
2022-08-16,Accessories,73.0,15.0,1095.0
2022-08-17,T-Shirts,77.0,25.0,1925.0
2022-08-17,Jeans,43.0,60.0,2580.0
2022-08-17,Jackets,2.0,120.0,240.0
2022-08-17,Dresses,27.0,80.0,2160.0
2022-08-17,Accessories,65.0,15.0,975.0
2022-08-18,T-Shirts,60.0,25.0,1500.0
2022-08-18,Jeans,41.0,60.0,2460.0
2022-08-18,Jackets,1.0,120.0,120.0
2022-08-18,Dresses,38.0,80.0,3040.0
2022-08-18,Accessories,71.0,15.0,1065.0
2022-08-19,T-Shirts,80.0,25.0,2000.0
2022-08-19,Jeans,49.0,60.0,2940.0
2022-08-19,Jackets,2.0,120.0,240.0
2022-08-19,Dresses,34.0,80.0,2720.0
2022-08-19,Accessories,65.0,15.0,975.0
2022-08-20,T-Shirts,123.0,25.0,3075.0
2022-08-20,Jeans,74.0,60.0,4440.0
2022-08-20,Jackets,3.0,120.0,360.0
2022-08-20,Dresses,50.0,80.0,4000.0
2022-08-20,Accessories,75.0,15.0,1125.0
2022-08-21,T-Shirts,105.0,25.0,2625.0
2022-08-21,Jeans,61.0,60.0,3660.0
2022-08-21,Jackets,3.0,120.0,360.0
2022-08-21,Dresses,44.0,80.0,3520.0
2022-08-21,Accessories,124.0,15.0,1860.0
2022-08-22,T-Shirts,95.0,25.0,2375.0
2022-08-22,Jeans,45.0,60.0,2700.0
2022-08-22,Jackets,2.0,120.0,240.0
2022-08-22,Dresses,32.0,80.0,2560.0
2022-08-22,Accessories,,15.0,
2022-08-23,T-Shirts,80.0,25.0,2000.0
2022-08-23,Jeans,43.0,60.0,2580.0
2022-08-23,Jackets,1.0,120.0,120.0
2022-08-23,Dresses,33.0,80.0,2640.0
2022-08-23,Accessories,62.0,15.0,930.0
2022-08-24,T-Shirts,60.0,25.0,1500.0
2022-08-24,Jeans,36.0,60.0,2160.0
2022-08-24,Jackets,2.0,120.0,240.0
2022-08-24,Dresses,38.0,80.0,3040.0
2022-08-24,Accessories,68.0,15.0,1020.0
2022-08-25,T-Shirts,66.0,25.0,1650.0
2022-08-25,Jeans,44.0,60.0,2640.0
2022-08-25,Jackets,1.0,120.0,120.0
2022-08-25,Dresses,36.0,80.0,2880.0
2022-08-25,Accessories,60.0,15.0,900.0
2022-08-26,T-Shirts,79.0,25.0,1975.0
2022-08-26,Jeans,49.0,60.0,2940.0
2022-08-26,Jackets,1.0,120.0,120.0
2022-08-26,Dresses,28.0,80.0,2240.0
2022-08-26,Accessories,59.0,15.0,885.0
2022-08-27,T-Shirts,135.0,25.0,3375.0
2022-08-27,Jeans,49.0,60.0,2940.0
2022-08-27,Jackets,2.0,120.0,240.0
2022-08-27,Dresses,47.0,80.0,3760.0
2022-08-27,Accessories,102.0,15.0,1530.0
2022-08-28,T-Shirts,138.0,25.0,3450.0
2022-08-28,Jeans,58.0,60.0,3480.0
2022-08-28,Jackets,3.0,120.0,360.0
2022-08-28,Dresses,54.0,80.0,4320.0
2022-08-28,Accessories,73.0,15.0,1095.0
2022-08-29,T-Shirts,76.0,25.0,1900.0
2022-08-29,Jeans,43.0,60.0,2580.0
2022-08-29,Jackets,2.0,120.0,240.0
2022-08-29,Dresses,31.0,80.0,2480.0
2022-08-29,Accessories,64.0,15.0,960.0
2022-08-30,T-Shirts,55.0,25.0,1375.0
2022-08-30,Jeans,38.0,60.0,2280.0
2022-08-30,Jackets,2.0,120.0,240.0
2022-08-30,Dresses,30.0,80.0,2400.0
2022-08-30,Accessories,64.0,15.0,960.0
2022-08-31,T-Shirts,84.0,25.0,2100.0
2022-08-31,Jeans,40.0,60.0,2400.0
2022-08-31,Jackets,2.0,120.0,240.0
2022-08-31,Dresses,30.0,80.0,2400.0
2022-08-31,Accessories,62.0,15.0,930.0
2022-09-01,T-Shirts,86.0,25.0,2150.0
2022-09-01,Jeans,43.0,60.0,2580.0
2022-09-01,Jackets,10.0,120.0,1200.0
2022-09-01,Dresses,33.0,80.0,2640.0
2022-09-01,Accessories,70.0,15.0,1050.0
2022-09-02,T-Shirts,59.0,25.0,1475.0
2022-09-02,Jeans,49.0,60.0,2940.0
2022-09-02,Jackets,10.0,120.0,1200.0
2022-09-02,Dresses,34.0,80.0,2720.0
2022-09-02,Accessories,73.0,15.0,1095.0
2022-09-03,T-Shirts,100.0,25.0,2500.0
2022-09-03,Jeans,56.0,60.0,3360.0
2022-09-03,Jackets,16.0,120.0,1920.0
2022-09-03,Dresses,46.0,80.0,3680.0
2022-09-03,Accessories,117.0,15.0,1755.0
2022-09-04,T-Shirts,107.0,25.0,2675.0
2022-09-04,Jeans,58.0,60.0,3480.0
2022-09-04,Jackets,16.0,120.0,1920.0
2022-09-04,Dresses,44.0,80.0,3520.0
2022-09-04,Accessories,91.0,15.0,1365.0
2022-09-05,T-Shirts,83.0,25.0,2075.0
2022-09-05,Jeans,40.0,60.0,2400.0
2022-09-05,Jackets,11.0,120.0,1320.0
2022-09-05,Dresses,31.0,80.0,2480.0
2022-09-05,Accessories,52.0,15.0,780.0
2022-09-06,T-Shirts,83.0,25.0,2075.0
2022-09-06,Jeans,52.0,60.0,3120.0
2022-09-06,Jackets,11.0,120.0,1320.0
2022-09-06,Dresses,34.0,80.0,2720.0
2022-09-06,Accessories,70.0,15.0,1050.0
2022-09-07,T-Shirts,68.0,25.0,1700.0
2022-09-07,Jeans,52.0,60.0,3120.0
2022-09-07,Jackets,11.0,120.0,1320.0
2022-09-07,Dresses,38.0,80.0,3040.0
2022-09-07,Accessories,58.0,15.0,870.0
2022-09-08,T-Shirts,98.0,25.0,2450.0
2022-09-08,Jeans,46.0,60.0,2760.0
2022-09-08,Jackets,11.0,120.0,1320.0
2022-09-08,Dresses,34.0,80.0,2720.0
2022-09-08,Accessories,62.0,15.0,930.0
2022-09-09,T-Shirts,92.0,25.0,2300.0
2022-09-09,Jeans,43.0,60.0,2580.0
2022-09-09,Jackets,9.0,120.0,1080.0
2022-09-09,Dresses,30.0,80.0,2400.0
2022-09-09,Accessories,63.0,15.0,945.0
2022-09-10,T-Shirts,125.0,25.0,3125.0
2022-09-10,Jeans,63.0,60.0,3780.0
2022-09-10,Jackets,18.0,120.0,2160.0
2022-09-10,Dresses,41.0,80.0,3280.0
2022-09-10,Accessories,98.0,15.0,1470.0
2022-09-11,T-Shirts,94.0,25.0,2350.0
2022-09-11,Jeans,70.0,60.0,4200.0
2022-09-11,Jackets,16.0,120.0,1920.0
2022-09-11,Dresses,52.0,80.0,4160.0
2022-09-11,Accessories,86.0,15.0,1290.0
2022-09-12,T-Shirts,93.0,25.0,2325.0
2022-09-12,Jeans,48.0,60.0,2880.0
2022-09-12,Jackets,11.0,120.0,1320.0
2022-09-12,Dresses,33.0,80.0,2640.0
2022-09-12,Accessories,69.0,15.0,1035.0
2022-09-13,T-Shirts,73.0,25.0,1825.0
2022-09-13,Jeans,47.0,60.0,2820.0
2022-09-13,Jackets,12.0,120.0,1440.0
2022-09-13,Dresses,36.0,80.0,2880.0
2022-09-13,Accessories,58.0,15.0,870.0
2022-09-14,T-Shirts,84.0,25.0,2100.0
2022-09-14,Jeans,34.0,60.0,2040.0
2022-09-14,Jackets,11.0,120.0,1320.0
2022-09-14,Dresses,34.0,80.0,2720.0
2022-09-14,Accessories,49.0,15.0,735.0
2022-09-15,T-Shirts,69.0,25.0,1725.0
2022-09-15,Jeans,40.0,60.0,2400.0
2022-09-15,Jackets,10.0,120.0,1200.0
2022-09-15,Dresses,30.0,80.0,2400.0
2022-09-15,Accessories,67.0,15.0,1005.0
2022-09-16,T-Shirts,83.0,25.0,2075.0
2022-09-16,Jeans,41.0,60.0,2460.0
2022-09-16,Jackets,10.0,120.0,1200.0
2022-09-16,Dresses,36.0,80.0,2880.0
2022-09-16,Accessories,78.0,15.0,1170.0
2022-09-17,T-Shirts,114.0,25.0,2850.0
2022-09-17,Jeans,58.0,60.0,3480.0
2022-09-17,Jackets,17.0,120.0,2040.0
2022-09-17,Dresses,48.0,80.0,3840.0
2022-09-17,Accessories,95.0,15.0,1425.0
2022-09-18,T-Shirts,132.0,25.0,3300.0
2022-09-18,Jeans,46.0,60.0,2760.0
2022-09-18,Jackets,18.0,120.0,2160.0
2022-09-18,Dresses,50.0,80.0,4000.0
2022-09-18,Accessories,92.0,15.0,1380.0
2022-09-19,T-Shirts,80.0,25.0,2000.0
2022-09-19,Jeans,42.0,60.0,2520.0
2022-09-19,Jackets,9.0,120.0,1080.0
2022-09-19,Dresses,38.0,80.0,3040.0
2022-09-19,Accessories,65.0,15.0,975.0
2022-09-20,T-Shirts,85.0,25.0,2125.0
2022-09-20,Jeans,48.0,60.0,2880.0
2022-09-20,Jackets,10.0,120.0,1200.0
2022-09-20,Dresses,35.0,80.0,2800.0
2022-09-20,Accessories,62.0,15.0,930.0
2022-09-21,T-Shirts,89.0,25.0,2225.0
2022-09-21,Jeans,29.0,60.0,1740.0
2022-09-21,Jackets,11.0,120.0,1320.0
2022-09-21,Dresses,32.0,80.0,2560.0
2022-09-21,Accessories,68.0,15.0,1020.0
2022-09-22,T-Shirts,86.0,25.0,2150.0
2022-09-22,Jeans,38.0,60.0,2280.0
2022-09-22,Jackets,10.0,120.0,1200.0
2022-09-22,Dresses,33.0,80.0,2640.0
2022-09-22,Accessories,57.0,15.0,855.0
2022-09-23,T-Shirts,89.0,25.0,2225.0
2022-09-23,Jeans,40.0,60.0,2400.0
2022-09-23,Jackets,8.0,120.0,960.0
2022-09-23,Dresses,32.0,80.0,2560.0
2022-09-23,Accessories,56.0,15.0,840.0
2022-09-24,T-Shirts,97.0,25.0,2425.0
2022-09-24,Jeans,52.0,60.0,3120.0
2022-09-24,Jackets,17.0,120.0,2040.0
2022-09-24,Dresses,56.0,80.0,4480.0
2022-09-24,Accessories,101.0,15.0,1515.0
2022-09-25,T-Shirts,113.0,25.0,2825.0
2022-09-25,Jeans,68.0,60.0,4080.0
2022-09-25,Jackets,16.0,120.0,1920.0
2022-09-25,Dresses,47.0,80.0,3760.0
2022-09-25,Accessories,84.0,15.0,1260.0
2022-09-26,T-Shirts,64.0,25.0,1600.0
2022-09-26,Jeans,40.0,60.0,2400.0
2022-09-26,Jackets,11.0,120.0,1320.0
2022-09-26,Dresses,33.0,80.0,2640.0
2022-09-26,Accessories,61.0,15.0,915.0
2022-09-27,T-Shirts,72.0,25.0,1800.0
2022-09-27,Jeans,46.0,60.0,2760.0
2022-09-27,Jackets,10.0,120.0,1200.0
2022-09-27,Dresses,36.0,80.0,2880.0
2022-09-27,Accessories,57.0,15.0,855.0
2022-09-28,T-Shirts,74.0,25.0,1850.0
2022-09-28,Jeans,33.0,60.0,1980.0
2022-09-28,Jackets,10.0,120.0,1200.0
2022-09-28,Dresses,36.0,80.0,2880.0
2022-09-28,Accessories,69.0,15.0,1035.0
2022-09-29,T-Shirts,91.0,25.0,2275.0
2022-09-29,Jeans,45.0,60.0,2700.0
2022-09-29,Jackets,10.0,120.0,1200.0
2022-09-29,Dresses,33.0,80.0,2640.0
2022-09-29,Accessories,59.0,15.0,885.0
2022-09-30,T-Shirts,95.0,25.0,2375.0
2022-09-30,Jeans,35.0,60.0,2100.0
2022-09-30,Jackets,12.0,120.0,1440.0
2022-09-30,Dresses,36.0,80.0,2880.0
2022-09-30,Accessories,80.0,15.0,1200.0
2022-10-01,T-Shirts,116.0,25.0,2900.0
2022-10-01,Jeans,70.0,60.0,4200.0
2022-10-01,Jackets,81.0,120.0,9720.0
2022-10-01,Dresses,48.0,80.0,3840.0
2022-10-01,Accessories,79.0,15.0,1185.0
2022-10-02,T-Shirts,94.0,25.0,2350.0
2022-10-02,Jeans,70.0,60.0,4200.0
2022-10-02,Jackets,57.0,120.0,6840.0
2022-10-02,Dresses,49.0,80.0,3920.0
2022-10-02,Accessories,103.0,15.0,1545.0
2022-10-03,T-Shirts,83.0,25.0,2075.0
2022-10-03,Jeans,45.0,60.0,2700.0
2022-10-03,Jackets,46.0,120.0,5520.0
2022-10-03,Dresses,38.0,80.0,3040.0
2022-10-03,Accessories,57.0,15.0,855.0
2022-10-04,T-Shirts,75.0,25.0,1875.0
2022-10-04,Jeans,38.0,60.0,2280.0
2022-10-04,Jackets,48.0,120.0,5760.0
2022-10-04,Dresses,36.0,80.0,2880.0
2022-10-04,Accessories,,15.0,
2022-10-05,T-Shirts,93.0,25.0,2325.0
2022-10-05,Jeans,35.0,60.0,2100.0
2022-10-05,Jackets,52.0,120.0,6240.0
2022-10-05,Dresses,38.0,80.0,3040.0
2022-10-05,Accessories,71.0,15.0,1065.0
2022-10-06,T-Shirts,99.0,25.0,2475.0
2022-10-06,Jeans,32.0,60.0,1920.0
2022-10-06,Jackets,43.0,120.0,5160.0
2022-10-06,Dresses,32.0,80.0,2560.0
2022-10-06,Accessories,71.0,15.0,1065.0
2022-10-07,T-Shirts,71.0,25.0,1775.0
2022-10-07,Jeans,47.0,60.0,2820.0
2022-10-07,Jackets,51.0,120.0,6120.0
2022-10-07,Dresses,36.0,80.0,2880.0
2022-10-07,Accessories,68.0,15.0,1020.0
2022-10-08,T-Shirts,108.0,25.0,2700.0
2022-10-08,Jeans,56.0,60.0,3360.0
2022-10-08,Jackets,76.0,120.0,9120.0
2022-10-08,Dresses,55.0,80.0,4400.0
2022-10-08,Accessories,98.0,15.0,1470.0
2022-10-09,T-Shirts,117.0,25.0,2925.0
2022-10-09,Jeans,46.0,60.0,2760.0
2022-10-09,Jackets,62.0,120.0,7440.0
2022-10-09,Dresses,60.0,80.0,4800.0
2022-10-09,Accessories,83.0,15.0,1245.0
2022-10-10,T-Shirts,84.0,25.0,2100.0
2022-10-10,Jeans,48.0,60.0,2880.0
2022-10-10,Jackets,40.0,120.0,4800.0
2022-10-10,Dresses,34.0,80.0,2720.0
2022-10-10,Accessories,73.0,15.0,1095.0
2022-10-11,T-Shirts,82.0,25.0,2050.0
2022-10-11,Jeans,60.0,60.0,3600.0
2022-10-11,Jackets,39.0,120.0,4680.0
2022-10-11,Dresses,37.0,80.0,2960.0
2022-10-11,Accessories,64.0,15.0,960.0
2022-10-12,T-Shirts,90.0,25.0,2250.0
2022-10-12,Jeans,45.0,60.0,2700.0
2022-10-12,Jackets,43.0,120.0,5160.0
2022-10-12,Dresses,35.0,80.0,2800.0
2022-10-12,Accessories,51.0,15.0,765.0
2022-10-13,T-Shirts,88.0,25.0,2200.0
2022-10-13,Jeans,44.0,60.0,2640.0
2022-10-13,Jackets,48.0,120.0,5760.0
2022-10-13,Dresses,37.0,80.0,2960.0
2022-10-13,Accessories,68.0,15.0,1020.0
2022-10-14,T-Shirts,84.0,25.0,2100.0
2022-10-14,Jeans,37.0,60.0,2220.0
2022-10-14,Jackets,43.0,120.0,5160.0
2022-10-14,Dresses,38.0,80.0,3040.0
2022-10-14,Accessories,77.0,15.0,1155.0
2022-10-15,T-Shirts,120.0,25.0,3000.0
2022-10-15,Jeans,64.0,60.0,3840.0
2022-10-15,Jackets,63.0,120.0,7560.0
2022-10-15,Dresses,57.0,80.0,4560.0
2022-10-15,Accessories,107.0,15.0,1605.0
2022-10-16,T-Shirts,153.0,25.0,3825.0
2022-10-16,Jeans,56.0,60.0,3360.0
2022-10-16,Jackets,66.0,120.0,7920.0
2022-10-16,Dresses,52.0,80.0,4160.0
2022-10-16,Accessories,106.0,15.0,1590.0
2022-10-17,T-Shirts,80.0,25.0,2000.0
2022-10-17,Jeans,37.0,60.0,2220.0
2022-10-17,Jackets,49.0,120.0,5880.0
2022-10-17,Dresses,36.0,80.0,2880.0
2022-10-17,Accessories,58.0,15.0,870.0
2022-10-18,T-Shirts,96.0,25.0,2400.0
2022-10-18,Jeans,50.0,60.0,3000.0
2022-10-18,Jackets,46.0,120.0,5520.0
2022-10-18,Dresses,34.0,80.0,2720.0
2022-10-18,Accessories,70.0,15.0,1050.0
2022-10-19,T-Shirts,74.0,25.0,1850.0
2022-10-19,Jeans,43.0,60.0,2580.0
2022-10-19,Jackets,37.0,120.0,4440.0
2022-10-19,Dresses,37.0,80.0,2960.0
2022-10-19,Accessories,53.0,15.0,795.0
2022-10-20,T-Shirts,97.0,25.0,2425.0
2022-10-20,Jeans,41.0,60.0,2460.0
2022-10-20,Jackets,45.0,120.0,5400.0
2022-10-20,Dresses,,80.0,
2022-10-20,Accessories,63.0,15.0,945.0
2022-10-21,T-Shirts,97.0,25.0,2425.0
2022-10-21,Jeans,28.0,60.0,1680.0
2022-10-21,Jackets,51.0,120.0,6120.0
2022-10-21,Dresses,35.0,80.0,2800.0
2022-10-21,Accessories,56.0,15.0,840.0
2022-10-22,T-Shirts,108.0,25.0,2700.0
2022-10-22,Jeans,79.0,60.0,4740.0
2022-10-22,Jackets,63.0,120.0,7560.0
2022-10-22,Dresses,46.0,80.0,3680.0
2022-10-22,Accessories,113.0,15.0,1695.0
2022-10-23,T-Shirts,129.0,25.0,3225.0
2022-10-23,Jeans,56.0,60.0,3360.0
2022-10-23,Jackets,,120.0,
2022-10-23,Dresses,47.0,80.0,3760.0
2022-10-23,Accessories,112.0,15.0,1680.0
2022-10-24,T-Shirts,93.0,25.0,2325.0
2022-10-24,Jeans,46.0,60.0,2760.0
2022-10-24,Jackets,47.0,120.0,5640.0
2022-10-24,Dresses,40.0,80.0,3200.0
2022-10-24,Accessories,66.0,15.0,990.0
2022-10-25,T-Shirts,71.0,25.0,1775.0
2022-10-25,Jeans,45.0,60.0,2700.0
2022-10-25,Jackets,54.0,120.0,6480.0
2022-10-25,Dresses,31.0,80.0,2480.0
2022-10-25,Accessories,63.0,15.0,945.0
2022-10-26,T-Shirts,87.0,25.0,2175.0
2022-10-26,Jeans,42.0,60.0,2520.0
2022-10-26,Jackets,42.0,120.0,5040.0
2022-10-26,Dresses,38.0,80.0,3040.0
2022-10-26,Accessories,85.0,15.0,1275.0
2022-10-27,T-Shirts,85.0,25.0,2125.0
2022-10-27,Jeans,37.0,60.0,2220.0
2022-10-27,Jackets,40.0,120.0,4800.0
2022-10-27,Dresses,35.0,80.0,2800.0
2022-10-27,Accessories,75.0,15.0,1125.0
2022-10-28,T-Shirts,88.0,25.0,2200.0
2022-10-28,Jeans,43.0,60.0,2580.0
2022-10-28,Jackets,44.0,120.0,5280.0
2022-10-28,Dresses,31.0,80.0,2480.0
2022-10-28,Accessories,73.0,15.0,1095.0
2022-10-29,T-Shirts,138.0,25.0,3450.0
2022-10-29,Jeans,51.0,60.0,3060.0
2022-10-29,Jackets,79.0,120.0,9480.0
2022-10-29,Dresses,55.0,80.0,4400.0
2022-10-29,Accessories,116.0,15.0,1740.0
2022-10-30,T-Shirts,104.0,25.0,2600.0
2022-10-30,Jeans,52.0,60.0,3120.0
2022-10-30,Jackets,69.0,120.0,8280.0
2022-10-30,Dresses,54.0,80.0,4320.0
2022-10-30,Accessories,,15.0,
2022-10-31,T-Shirts,90.0,25.0,2250.0
2022-10-31,Jeans,41.0,60.0,2460.0
2022-10-31,Jackets,42.0,120.0,5040.0
2022-10-31,Dresses,38.0,80.0,3040.0
2022-10-31,Accessories,59.0,15.0,885.0
2022-11-01,T-Shirts,89.0,25.0,2225.0
2022-11-01,Jeans,75.0,60.0,4500.0
2022-11-01,Jackets,95.0,120.0,11400.0
2022-11-01,Dresses,33.0,80.0,2640.0
2022-11-01,Accessories,118.0,15.0,1770.0
2022-11-02,T-Shirts,70.0,25.0,1750.0
2022-11-02,Jeans,74.0,60.0,4440.0
2022-11-02,Jackets,87.0,120.0,10440.0
2022-11-02,Dresses,31.0,80.0,2480.0
2022-11-02,Accessories,111.0,15.0,1665.0
2022-11-03,T-Shirts,73.0,25.0,1825.0
2022-11-03,Jeans,79.0,60.0,4740.0
2022-11-03,Jackets,68.0,120.0,8160.0
2022-11-03,Dresses,32.0,80.0,2560.0
2022-11-03,Accessories,106.0,15.0,1590.0
2022-11-04,T-Shirts,64.0,25.0,1600.0
2022-11-04,Jeans,59.0,60.0,3540.0
2022-11-04,Jackets,,120.0,
2022-11-04,Dresses,27.0,80.0,2160.0
2022-11-04,Accessories,110.0,15.0,1650.0
2022-11-05,T-Shirts,139.0,25.0,3475.0
2022-11-05,Jeans,108.0,60.0,6480.0
2022-11-05,Jackets,128.0,120.0,15360.0
2022-11-05,Dresses,49.0,80.0,3920.0
2022-11-05,Accessories,183.0,15.0,2745.0
2022-11-06,T-Shirts,111.0,25.0,2775.0
2022-11-06,Jeans,98.0,60.0,5880.0
2022-11-06,Jackets,142.0,120.0,17040.0
2022-11-06,Dresses,54.0,80.0,4320.0
2022-11-06,Accessories,144.0,15.0,2160.0
2022-11-07,T-Shirts,66.0,25.0,1650.0
2022-11-07,Jeans,75.0,60.0,4500.0
2022-11-07,Jackets,77.0,120.0,9240.0
2022-11-07,Dresses,33.0,80.0,2640.0
2022-11-07,Accessories,110.0,15.0,1650.0
2022-11-08,T-Shirts,94.0,25.0,2350.0
2022-11-08,Jeans,91.0,60.0,5460.0
2022-11-08,Jackets,86.0,120.0,10320.0
2022-11-08,Dresses,34.0,80.0,2720.0
2022-11-08,Accessories,136.0,15.0,2040.0
2022-11-09,T-Shirts,70.0,25.0,1750.0
2022-11-09,Jeans,69.0,60.0,4140.0
2022-11-09,Jackets,85.0,120.0,10200.0
2022-11-09,Dresses,34.0,80.0,2720.0
2022-11-09,Accessories,122.0,15.0,1830.0
2022-11-10,T-Shirts,61.0,25.0,1525.0
2022-11-10,Jeans,69.0,60.0,4140.0
2022-11-10,Jackets,84.0,120.0,10080.0
2022-11-10,Dresses,31.0,80.0,2480.0
2022-11-10,Accessories,149.0,15.0,2235.0
2022-11-11,T-Shirts,63.0,25.0,1575.0
2022-11-11,Jeans,83.0,60.0,4980.0
2022-11-11,Jackets,95.0,120.0,11400.0
2022-11-11,Dresses,37.0,80.0,2960.0
2022-11-11,Accessories,115.0,15.0,1725.0
2022-11-12,T-Shirts,120.0,25.0,3000.0
2022-11-12,Jeans,126.0,60.0,7560.0
2022-11-12,Jackets,129.0,120.0,15480.0
2022-11-12,Dresses,47.0,80.0,3760.0
2022-11-12,Accessories,190.0,15.0,2850.0
2022-11-13,T-Shirts,79.0,25.0,1975.0
2022-11-13,Jeans,128.0,60.0,7680.0
2022-11-13,Jackets,128.0,120.0,15360.0
2022-11-13,Dresses,46.0,80.0,3680.0
2022-11-13,Accessories,225.0,15.0,3375.0
2022-11-14,T-Shirts,69.0,25.0,1725.0
2022-11-14,Jeans,74.0,60.0,4440.0
2022-11-14,Jackets,99.0,120.0,11880.0
